optimizer,hyperparameters,criterion,crt_parameter,top-1 test acc,overfitting indicator,l1,l5,l1/l5,fwp_overhead,bwp_overhead,images/s,runtime,max_allocated_memory,max_reserved_memory,epochs,exclusive_run
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.6;,gSAMratio,z=1.8,96.29,0.0616,24.5013,40.6127,0.6033,1.0461,1.0461,2810.7,65.89,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.1;,gSAMratio,z=1.8,96.48,0.0209,24.3778,38.1719,0.6386,1.3116,1.3116,2463.99,78.37,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.2;,gSAMratio,z=1.8,96.57,0.0306,21.944,38.3772,0.5718,1.1744,1.1744,2645.1,71.75,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.15;,gSAMratio,z=1.8,96.65,0.0273,22.108,36.202,0.6107,1.2344,1.2344,2533.91,75.53,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.8;,gSAMratio,z=1.8,96.32,0.0643,22.7378,40.0212,0.5681,1.0381,1.0381,2803.92,65.82,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.8;,gSAMratio,z=1.7,96.46,0.0567,23.7669,39.8926,0.5958,1.0412,1.0412,2211.7,83.98,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.1;,gSAMratio,z=1.1,96.84,-0.0114,23.233,38.71,0.6002,1.6803,1.6803,1978.66,96.29,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.2;,gSAMratio,z=1.1,96.52,-0.0056,22.9538,37.5502,0.6113,1.5865,1.5865,2106.42,91.36,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.7;,gSAMratio,z=1.1,96.58,0.0175,22.1868,38.9288,0.5699,1.4282,1.4282,2301.35,84.21,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.6;,gSAMratio,z=1.1,96.67,0.0109,24.1811,40.4734,0.5975,1.4408,1.4408,2266.73,85.43,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.15;,gSAMratio,z=1.1,96.63,-0.0101,24.3686,39.8671,0.6112,1.6299,1.6299,1989.52,96.18,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.5;,gSAMratio,z=1.1,96.65,0.0071,23.2761,36.9635,0.6297,1.4596,1.4596,2212.64,87.6,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.8;,gSAMratio,z=1.1,96.66,0.0156,22.9365,41.9041,0.5474,1.4183,1.4183,2222.17,87.1,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.1;,gSAMratio,z=1.15,96.67,-0.0125,22.3352,36.8467,0.6062,1.6123,1.6123,2048.45,93.51,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.66,-0.0051,23.6052,40.1177,0.5884,1.5192,1.5192,2178.37,88.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.5;,gSAMratio,z=1.15,96.58,0.0104,24.1812,38.1835,0.6333,1.3925,1.3925,2374.82,81.69,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.64,0.0141,24.6787,38.1859,0.6463,1.3737,1.3737,2388.23,81.04,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.57,0.02,23.9059,41.9224,0.5702,1.3593,1.3593,2385.03,81.14,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.54,-0.0026,22.6068,37.0593,0.61,1.5586,1.5586,2015.78,95.77,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.1;,gSAMratio,z=1.2,96.62,-0.0024,21.2314,34.892,0.6085,1.5549,1.5549,2153.0,89.63,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.15;,gSAMratio,z=1.2,96.68,-0.002,23.563,37.4884,0.6285,1.4962,1.4962,2226.42,86.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.6;,gSAMratio,z=1.5,96.33,0.0333,22.9991,40.9208,0.562,1.123,1.123,2651.85,70.75,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.7;,gSAMratio,z=1.2,96.6,0.0192,24.2071,38.9465,0.6215,1.2995,1.2995,2480.9,77.72,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.2;,gSAMratio,z=1.2,96.51,-0.0003,23.2411,37.7282,0.616,1.4528,1.4528,2240.84,86.28,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.6;,gSAMratio,z=1.2,96.62,0.0161,22.8801,37.773,0.6057,1.3082,1.3082,2428.94,79.37,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.5;,gSAMratio,z=1.5,96.57,0.021,22.7181,37.4465,0.6067,1.1385,1.1385,2714.81,69.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.8;,gSAMratio,z=1.5,96.53,0.0346,21.9366,39.3777,0.5571,1.1091,1.1091,2704.75,69.31,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.5;,gSAMratio,z=1.2,96.58,0.0185,22.2037,40.7734,0.5446,1.3253,1.3253,2296.01,83.96,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.2;,gSAMratio,z=1.5,96.52,0.0212,23.4304,36.5333,0.6413,1.268,1.268,2511.56,76.55,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.8;,gSAMratio,z=1.2,96.51,0.0217,23.9007,35.9492,0.6648,1.2884,1.2884,2502.62,77.07,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.7;,gSAMratio,z=1.5,96.4,0.0333,22.074,43.5445,0.5069,1.1138,1.1138,2723.9,69.02,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.15;,gSAMratio,z=1.5,96.58,0.014,24.2758,37.5356,0.6467,1.3209,1.3209,2423.82,79.43,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.1;,gSAMratio,z=1.5,96.64,0.0114,23.6989,36.9157,0.642,1.389,1.389,2298.42,84.37,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.8;,gSAMratio,z=1.15,96.66,0.016,21.6817,39.6914,0.5463,1.3526,1.3526,1723.63,112.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.2;,gSAMratio,z=1.6,96.57,0.0156,23.001,37.8735,0.6073,1.2492,1.2492,2517.85,75.93,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.1;,gSAMratio,z=1.6,96.55,0.0162,23.1403,36.4945,0.6341,1.3688,1.3688,2392.03,81.03,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.15;,gSAMratio,z=1.6,96.57,0.0156,24.1389,38.3781,0.629,1.3047,1.3047,2445.58,78.88,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.6;,gSAMratio,z=1.6,96.52,0.0318,22.3873,41.1912,0.5435,1.1019,1.1019,2708.88,69.15,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.7;,gSAMratio,z=1.6,96.44,0.0407,20.9669,38.0205,0.5515,1.0941,1.0941,2742.97,68.1,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.8;,gSAMratio,z=1.6,96.27,0.0415,22.5042,39.0842,0.5758,1.0879,1.0879,2733.19,68.29,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.6;,gSAMratio,z=1.7,96.49,0.0355,22.5559,41.0338,0.5497,1.0894,1.0894,2688.95,69.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.15;,gSAMratio,z=1.7,96.47,0.0168,21.9377,36.2702,0.6048,1.2909,1.2909,2484.51,77.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.8;,gSAMratio,z=1.7,96.37,0.0463,23.6009,38.3308,0.6157,1.0751,1.0751,2750.91,67.71,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.7;,gSAMratio,z=1.7,96.39,0.0451,20.7411,39.259,0.5283,1.0832,1.0832,2701.87,68.99,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.2;,gSAMratio,z=1.7,96.62,0.024,23.1012,39.2639,0.5884,1.238,1.238,2480.92,77.15,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.5;,gSAMratio,z=1.7,96.38,0.0341,21.9528,38.6199,0.5684,1.1025,1.1025,2610.79,71.68,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.1;,gSAMratio,z=1.7,96.57,0.0188,23.3592,38.945,0.5998,1.3624,1.3624,2360.12,81.94,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.5;,gSAMratio,z=1.6,96.46,0.0346,22.286,39.0691,0.5704,1.1146,1.1146,2018.08,93.06,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.1;,gSAMratio,z=1.8,96.65,0.0186,23.9684,37.2122,0.6441,1.3546,1.3546,2411.15,80.19,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.15;,gSAMratio,z=1.8,96.4,0.0301,23.301,38.034,0.6126,1.2857,1.2857,2476.04,77.75,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.2;,gSAMratio,z=1.8,96.61,0.021,23.0749,38.769,0.5952,1.2297,1.2297,2413.06,79.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.5;,gSAMratio,z=1.8,96.54,0.0381,23.3297,38.1113,0.6121,1.0933,1.0933,2725.74,68.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.6;,gSAMratio,z=1.8,96.48,0.0387,22.4677,39.5276,0.5684,1.0791,1.0791,2721.23,68.29,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.7;,gSAMratio,z=1.8,96.46,0.0473,23.1936,38.441,0.6034,1.0721,1.0721,2726.07,68.14,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.8;,gSAMratio,z=1.8,96.29,0.0451,22.2826,38.2808,0.5821,1.0665,1.0665,2717.73,68.35,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.5;,gSAMratio,z=1.1,96.49,0.0297,25.3755,46.5817,0.5448,1.3475,1.3475,2403.16,80.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.8;,gSAMratio,z=1.1,96.6,0.0316,24.4063,41.6075,0.5866,1.3307,1.3307,2433.17,79.31,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.7;,gSAMratio,z=1.1,96.48,0.0317,23.6521,40.8892,0.5784,1.3336,1.3336,2426.35,79.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.5;,gSAMratio,z=1.15,96.62,0.0226,24.6664,45.5133,0.542,1.2687,1.2687,2493.98,76.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.2;,gSAMratio,z=1.1,96.6,0.006,23.1168,42.4002,0.5452,1.4699,1.4699,2278.08,85.14,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.15;,gSAMratio,z=1.1,96.68,0.0011,24.204,44.235,0.5472,1.5281,1.5281,2189.63,88.38,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.6;,gSAMratio,z=1.1,96.51,0.0276,22.4456,42.781,0.5247,1.3344,1.3344,2289.85,84.27,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.54,0.0317,23.9926,41.8036,0.5739,1.2537,1.2537,2518.72,75.99,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.1;,gSAMratio,z=1.15,96.8,-0.0017,23.6366,40.3252,0.5861,1.5336,1.5336,2185.73,88.4,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.8;,gSAMratio,z=1.15,96.39,0.0429,24.7064,43.1225,0.5729,1.2502,1.2502,2546.76,75.37,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.53,0.0077,24.6393,42.0992,0.5853,1.3966,1.3966,2264.57,85.48,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.1;,gSAMratio,z=1.1,96.66,-0.0126,23.7145,40.8936,0.5799,1.6014,1.6014,2092.8,91.82,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.64,0.0097,23.8248,43.9811,0.5417,1.4576,1.4576,2219.35,87.51,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.65,0.0341,23.0799,43.3814,0.532,1.2599,1.2599,2377.39,80.74,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.7;,gSAMratio,z=1.2,96.52,0.0387,22.8699,44.1384,0.5181,1.1915,1.1915,2609.19,72.94,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.6;,gSAMratio,z=1.2,96.46,0.0298,23.9904,41.7737,0.5743,1.1986,1.1986,2580.58,73.8,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.2;,gSAMratio,z=1.2,96.43,0.0129,25.1256,43.4106,0.5788,1.3391,1.3391,2414.58,80.03,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.1;,gSAMratio,z=1.2,96.6,0.002,24.2446,41.0546,0.5905,1.4781,1.4781,2236.87,86.6,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.8;,gSAMratio,z=1.2,96.47,0.0417,24.4778,42.3161,0.5785,1.1874,1.1874,2594.11,73.25,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.5;,gSAMratio,z=1.2,96.38,0.0324,23.9606,41.4878,0.5775,1.2082,1.2082,2591.57,73.51,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.15;,gSAMratio,z=1.2,96.7,0.0056,22.7107,41.7187,0.5444,1.3994,1.3994,2330.15,83.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.5;,gSAMratio,z=1.5,96.5,0.0412,22.8208,41.0959,0.5553,1.0785,1.0785,2634.33,70.63,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.2;,gSAMratio,z=1.5,96.5,0.0235,23.1851,43.8378,0.5289,1.1968,1.1968,2586.3,73.68,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.6;,gSAMratio,z=1.5,96.35,0.0512,23.8686,41.4549,0.5758,1.0685,1.0685,2756.97,67.4,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.1;,gSAMratio,z=1.5,96.54,0.0142,22.1464,42.1365,0.5256,1.339,1.339,2394.04,80.4,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.7;,gSAMratio,z=1.5,96.3,0.0534,24.8493,43.3654,0.573,1.0614,1.0614,2754.85,67.42,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.15;,gSAMratio,z=1.5,96.59,0.0203,23.6349,40.2091,0.5878,1.2577,1.2577,2445.58,78.26,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.8;,gSAMratio,z=1.5,96.4,0.0555,23.3765,43.4928,0.5375,1.0589,1.0589,2635.4,70.3,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.1;,gSAMratio,z=1.6,96.61,0.0161,23.2352,44.1169,0.5267,1.3258,1.3258,2428.19,79.37,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.15;,gSAMratio,z=1.6,96.6,0.0228,23.2174,42.5287,0.5459,1.2458,1.2458,2494.1,76.7,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.5;,gSAMratio,z=1.6,96.47,0.04,23.5574,44.6231,0.5279,1.0648,1.0648,2714.87,68.41,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.2;,gSAMratio,z=1.6,96.56,0.0255,23.7141,43.6395,0.5434,1.1834,1.1834,2577.77,73.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.6;,gSAMratio,z=1.6,96.34,0.0541,24.2494,43.9656,0.5516,1.0561,1.0561,2775.24,66.81,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.7;,gSAMratio,z=1.6,96.27,0.0582,24.0567,42.434,0.5669,1.0506,1.0506,2781.38,66.42,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.8;,gSAMratio,z=1.6,96.44,0.0595,24.7673,47.9614,0.5164,1.0476,1.0476,2779.56,66.47,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.8;,gSAMratio,z=1.7,96.23,0.0634,25.8148,47.3121,0.5456,1.0387,1.0387,2809.74,65.73,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.7;,gSAMratio,z=1.7,96.26,0.0603,24.0728,42.3219,0.5688,1.0437,1.0437,2797.77,66.07,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.6;,gSAMratio,z=1.7,96.32,0.0597,23.9783,43.5984,0.55,1.0491,1.0491,2760.34,67.02,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.5;,gSAMratio,z=1.7,96.34,0.0516,21.9682,41.1255,0.5342,1.0567,1.0567,2756.55,67.12,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.2;,gSAMratio,z=1.7,96.43,0.0328,21.6946,43.6499,0.497,1.1746,1.1746,2641.57,71.83,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.15;,gSAMratio,z=1.7,96.29,0.0297,23.6728,40.6862,0.5818,1.2387,1.2387,2566.25,74.68,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.1;,gSAMratio,z=1.7,96.42,0.0238,23.0475,42.6309,0.5406,1.3146,1.3146,2458.33,78.54,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.5;,gSAMratio,z=1.8,96.26,0.0521,26.5779,45.679,0.5818,1.0515,1.0515,2634.19,70.19,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.15;,gSAMratio,z=1.8,96.63,0.025,22.6216,42.0282,0.5382,1.2311,1.2311,2513.2,75.94,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.2;,gSAMratio,z=1.8,96.5,0.0328,23.3905,42.5016,0.5503,1.1693,1.1693,2574.46,73.71,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.1;,gSAMratio,z=1.8,96.64,0.0207,22.8843,42.7102,0.5358,1.3074,1.3074,2314.66,82.83,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.6;,gSAMratio,z=1.8,96.23,0.0552,23.9447,44.1261,0.5426,1.0442,1.0442,2812.38,65.79,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.7;,gSAMratio,z=1.8,96.49,0.0563,25.7975,45.2558,0.57,1.0368,1.0368,2790.23,66.16,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.5;,gSAMratio,z=1.1,96.29,0.0284,26.4564,41.8085,0.6328,1.3569,1.3569,2383.35,81.09,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.8;,gSAMratio,z=1.8,96.29,0.0608,24.5398,45.5872,0.5383,1.0339,1.0339,2214.89,83.64,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.7;,gSAMratio,z=1.1,96.31,0.0346,22.9556,40.7784,0.5629,1.3413,1.3413,2425.01,79.71,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.2;,gSAMratio,z=1.1,96.57,0.0073,25.1444,43.45,0.5787,1.4794,1.4794,2220.62,87.09,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.6;,gSAMratio,z=1.1,96.6,0.0267,25.4713,43.1234,0.5907,1.3451,1.3451,2447.66,79.17,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.15;,gSAMratio,z=1.1,96.67,0.0048,21.7735,41.5478,0.5241,1.5384,1.5384,2160.4,89.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.8;,gSAMratio,z=1.1,96.55,0.0338,22.5718,41.9388,0.5382,1.3373,1.3373,2319.64,83.18,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.1;,gSAMratio,z=1.1,96.48,-0.0023,23.4988,42.5823,0.5518,1.6053,1.6053,2079.52,92.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.5;,gSAMratio,z=1.15,96.54,0.0249,23.6011,39.7192,0.5942,1.28,1.28,2517.46,76.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.54,0.0057,24.3586,43.0199,0.5662,1.4665,1.4665,2253.39,85.89,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.1;,gSAMratio,z=1.15,96.61,-0.004,23.3062,47.3108,0.4926,1.5409,1.5409,2166.44,89.15,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.67,0.0037,22.8462,42.1887,0.5415,1.4098,1.4098,2262.03,85.43,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.4,0.0279,23.56,43.469,0.542,1.2669,1.2669,2534.94,75.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.52,0.035,22.1621,41.295,0.5367,1.2632,1.2632,2532.38,75.78,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.8;,gSAMratio,z=1.15,96.36,0.0383,24.4106,44.4776,0.5488,1.2578,1.2578,2478.03,77.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.5;,gSAMratio,z=1.2,96.49,0.0323,23.7958,41.9223,0.5676,1.2155,1.2155,2584.15,73.71,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.1;,gSAMratio,z=1.2,96.61,0.0032,22.6604,43.1531,0.5251,1.4852,1.4852,2225.69,86.74,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.2;,gSAMratio,z=1.2,96.61,0.0085,23.4917,43.9445,0.5346,1.3479,1.3479,2409.12,80.29,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.6;,gSAMratio,z=1.2,96.47,0.0328,23.1277,41.8455,0.5527,1.2075,1.2075,2543.92,74.96,,,200,False
