optimizer,hyperparameters,criterion,crt_parameter,top-1 test acc,overfitting indicator,l1,l5,l1/l5,fwp_overhead,bwp_overhead,images/s,runtime,max_allocated_memory,max_reserved_memory,epochs,exclusive_run
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;,gSAMsharp,z=1.15,96.61,0.0345,22.6966,40.0589,0.5666,1.2586,1.2586,2355.91,81.32,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.5;,gSAMratio,z=1.1,96.54,0.0254,23.0076,39.1318,0.588,1.3472,1.3472,2395.97,80.46,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.7;,gSAMratio,z=1.1,96.59,0.037,24.7063,39.5205,0.6252,1.3316,1.3316,2400.24,80.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.15;,gSAMratio,z=1.1,96.69,0.0025,23.5777,38.7092,0.6091,1.5279,1.5279,2180.36,88.46,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.6;,gSAMratio,z=1.1,96.55,0.0367,22.4761,40.4352,0.5559,1.3377,1.3377,2373.3,81.41,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.2;,gSAMratio,z=1.1,96.58,0.0019,24.8443,40.0243,0.6207,1.4707,1.4707,2185.15,89.06,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.8;,gSAMratio,z=1.1,96.54,0.0328,22.1539,37.3503,0.5931,1.3314,1.3314,2420.91,79.96,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.1;,gSAMratio,z=1.1,96.65,-0.0075,24.0982,38.8606,0.6201,1.6004,1.6004,2024.46,95.04,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.1;,gSAMratio,z=1.15,96.72,-0.0073,25.0986,40.0957,0.626,1.5335,1.5335,2184.88,88.47,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.56,0.0285,22.6027,40.4653,0.5586,1.2565,1.2565,2571.23,74.65,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.5;,gSAMratio,z=1.15,96.72,0.0215,23.177,37.4074,0.6196,1.2691,1.2691,2509.9,76.51,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.64,0.0307,24.987,40.3905,0.6186,1.2531,1.2531,2545.59,75.49,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.66,-0.0019,24.0291,39.5107,0.6082,1.4546,1.4546,2231.53,86.64,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.52,0.0074,26.0106,38.6419,0.6731,1.3935,1.3935,2351.02,82.4,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.8;,gSAMratio,z=1.15,96.56,0.038,24.2573,40.4033,0.6004,1.248,1.248,2538.41,75.41,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.7;,gSAMratio,z=1.5,96.49,0.0498,24.2632,40.2463,0.6029,1.0606,1.0606,2783.83,66.48,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.8;,gSAMratio,z=1.5,96.38,0.0477,25.0116,41.8771,0.5973,1.0583,1.0583,2780.37,66.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.5;,gSAMratio,z=1.5,96.58,0.0402,22.7972,40.2993,0.5657,1.0777,1.0777,2711.0,68.66,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.7;,gSAMratio,z=1.2,96.56,0.0363,24.5135,42.1296,0.5819,1.1887,1.1887,2622.82,72.47,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.6;,gSAMratio,z=1.5,96.3,0.0519,22.4651,39.5971,0.5673,1.067,1.067,2740.74,67.73,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.5;,gSAMratio,z=1.2,96.73,0.0204,25.1801,41.345,0.609,1.2057,1.2057,2596.49,73.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.1;,gSAMratio,z=1.2,96.67,-0.005,24.4976,40.6637,0.6024,1.4773,1.4773,2243.38,86.34,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.2;,gSAMratio,z=1.2,96.6,0.01,24.8699,38.5759,0.6447,1.3346,1.3346,2422.07,79.66,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.8;,gSAMratio,z=1.2,96.52,0.0428,22.4696,39.2474,0.5725,1.1868,1.1868,2585.25,73.62,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.6;,gSAMratio,z=1.2,96.36,0.0382,22.745,43.1922,0.5266,1.1973,1.1973,2514.94,75.72,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.2;,gSAMratio,z=1.5,96.64,0.0211,23.315,39.0473,0.5971,1.1979,1.1979,2507.86,75.85,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.2;,gSAMratio,z=1.6,96.53,0.0245,23.7874,39.8409,0.5971,1.1821,1.1821,2614.52,72.53,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.1;,gSAMratio,z=1.5,96.66,0.0131,25.9951,40.7269,0.6383,1.337,1.337,2322.92,83.6,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.15;,gSAMratio,z=1.2,96.66,0.0038,21.8783,37.0149,0.5911,1.3986,1.3986,2298.28,84.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.15;,gSAMratio,z=1.5,96.54,0.0143,23.9922,37.3447,0.6425,1.2567,1.2567,2348.28,81.57,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.15;,gSAMratio,z=1.6,96.63,0.0206,22.4127,39.5592,0.5666,1.2424,1.2424,2551.7,75.05,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.1;,gSAMratio,z=1.6,96.64,0.0198,20.8195,40.2183,0.5177,1.3261,1.3261,2432.54,79.75,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.5;,gSAMratio,z=1.6,96.38,0.042,24.2587,42.6115,0.5693,1.0629,1.0629,2749.79,67.39,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.6;,gSAMratio,z=1.6,96.48,0.0488,23.1912,41.3041,0.5615,1.0564,1.0564,2747.32,67.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.8;,gSAMratio,z=1.6,96.24,0.0567,25.7429,42.7408,0.6023,1.0478,1.0478,2740.19,68.47,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.7;,gSAMratio,z=1.6,96.41,0.0514,23.143,42.1499,0.5491,1.0512,1.0512,2728.6,67.76,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.58,0.0156,23.6187,36.77,0.6423,1.3731,1.3731,2391.1,80.99,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.64,-0.0004,23.0617,35.7419,0.6452,1.5148,1.5148,2192.9,88.1,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.65,0.0096,23.1489,44.0539,0.5255,1.3608,1.3608,2386.3,80.92,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.76,-0.0096,23.5821,38.0877,0.6192,1.5595,1.5595,2057.75,93.72,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.1;,gSAMratio,z=1.7,96.44,0.023,23.1578,39.4751,0.5866,1.3148,1.3148,2455.64,78.26,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.6;,gSAMratio,z=1.7,96.33,0.0557,23.2022,41.1479,0.5639,1.0497,1.0497,2807.87,65.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.5;,gSAMratio,z=1.7,96.49,0.0507,24.3575,39.8703,0.6109,1.0562,1.0562,2762.88,67.08,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.7;,gSAMratio,z=1.7,96.48,0.0517,23.2974,38.99,0.5975,1.0431,1.0431,2742.92,67.3,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.15;,gSAMratio,z=1.7,96.73,0.0196,22.5553,39.483,0.5713,1.2358,1.2358,2581.03,74.07,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.8;,gSAMratio,z=1.7,96.62,0.0543,23.0451,40.2099,0.5731,1.0407,1.0407,2806.97,65.7,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.2;,gSAMratio,z=1.7,96.52,0.0345,23.0674,40.8791,0.5643,1.1732,1.1732,2603.22,72.91,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.5;,gSAMratio,z=1.8,96.38,0.0508,25.0529,42.22,0.5934,1.0509,1.0509,2801.19,66.04,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.6;,gSAMratio,z=1.8,96.33,0.0587,24.1454,38.353,0.6296,1.043,1.043,2768.44,66.66,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.7;,gSAMratio,z=1.8,96.42,0.0602,23.6111,39.9217,0.5914,1.0384,1.0384,2814.26,65.57,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.8;,gSAMratio,z=1.8,96.26,0.0623,24.2877,41.2632,0.5886,1.0344,1.0344,2761.44,66.58,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.15;,gSAMratio,z=1.8,96.6,0.0268,25.5199,41.0979,0.621,1.2311,1.2311,2583.77,73.88,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.1;,gSAMratio,z=1.8,96.62,0.026,25.2915,41.403,0.6109,1.3082,1.3082,2469.24,77.97,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.8;z2=1.2;,gSAMratio,z=1.8,96.49,0.0315,21.6138,41.0471,0.5266,1.1681,1.1681,2599.37,72.87,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.5;,gSAMratio,z=1.1,96.56,0.0204,22.8541,40.9833,0.5576,1.3555,1.3555,2417.55,80.08,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.6;,gSAMratio,z=1.1,96.55,0.0239,25.132,40.3689,0.6226,1.3443,1.3443,2412.87,80.11,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.15;,gSAMratio,z=1.1,96.72,-0.0015,23.8147,38.5565,0.6177,1.5374,1.5374,2142.5,90.32,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.5;,gSAMratio,z=1.15,96.6,0.025,26.3222,39.4513,0.6672,1.2785,1.2785,2481.21,77.31,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.8;,gSAMratio,z=1.1,96.46,0.0352,23.2984,40.4628,0.5758,1.3344,1.3344,2366.78,81.72,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.2;,gSAMratio,z=1.1,96.61,0.0027,24.2335,38.7199,0.6259,1.4811,1.4811,2168.45,89.43,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.7;,gSAMratio,z=1.1,96.5,0.0301,23.559,40.2257,0.5857,1.3406,1.3406,2337.56,82.85,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.74,0.0004,25.4779,40.0825,0.6356,1.4671,1.4671,2273.34,85.31,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.1;z2=1.1;,gSAMratio,z=1.1,96.74,-0.0053,23.082,41.65,0.5542,1.6063,1.6063,2098.23,91.68,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.8,0.0031,23.5873,41.6369,0.5665,1.4083,1.4083,2336.24,83.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.51,0.0363,22.3099,40.5652,0.55,1.2619,1.2619,2550.41,75.18,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.1;,gSAMratio,z=1.15,96.63,0.0005,23.6192,40.0432,0.5898,1.5419,1.5419,2176.57,88.85,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.64,0.0275,22.6411,43.1767,0.5244,1.2659,1.2659,2497.94,77.05,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.15;z2=1.8;,gSAMratio,z=1.15,96.57,0.033,24.7589,43.4737,0.5695,1.2543,1.2543,2469.34,77.66,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.5;,gSAMratio,z=1.2,96.53,0.0289,22.8216,41.6714,0.5477,1.2163,1.2163,2562.81,74.41,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.1;,gSAMratio,z=1.2,96.6,-0.0021,23.8781,37.7659,0.6323,1.4849,1.4849,2252.09,86.0,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.6;,gSAMratio,z=1.2,96.69,0.0275,24.7226,38.095,0.649,1.2062,1.2062,2426.1,78.5,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.2;,gSAMratio,z=1.2,96.62,0.011,24.3825,40.917,0.5959,1.3465,1.3465,2306.54,83.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.15;,gSAMratio,z=1.2,96.76,0.0054,22.2331,40.0827,0.5547,1.4091,1.4091,2142.24,92.69,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.7;,gSAMratio,z=1.2,96.55,0.0336,24.2764,40.2569,0.603,1.2022,1.2022,2594.54,73.42,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.5;,gSAMratio,z=1.5,96.51,0.0375,23.6482,40.8491,0.5789,1.0822,1.0822,2725.11,68.42,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.8;,gSAMratio,z=1.2,96.44,0.0442,22.5601,39.9711,0.5644,1.1965,1.1965,2550.42,74.41,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.6;,gSAMratio,z=1.5,96.48,0.0454,23.6541,42.543,0.556,1.0723,1.0723,2721.62,68.45,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.7;,gSAMratio,z=1.5,96.42,0.0487,25.2566,41.1161,0.6143,1.0649,1.0649,2729.89,67.92,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.2;,gSAMratio,z=1.5,96.6,0.0186,21.9388,38.5136,0.5696,1.2049,1.2049,2574.42,74.13,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.1;,gSAMratio,z=1.5,96.37,0.0189,24.1986,38.9987,0.6205,1.3458,1.3458,2386.58,80.89,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.8;,gSAMratio,z=1.5,96.43,0.0451,22.5548,40.7392,0.5536,1.0624,1.0624,2801.79,66.31,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.5;,gSAMratio,z=1.6,96.5,0.0402,23.1246,39.8949,0.5796,1.0665,1.0665,2729.4,67.83,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.15;,gSAMratio,z=1.5,96.59,0.0197,22.3904,39.6006,0.5654,1.2645,1.2645,2339.26,81.58,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.2;,gSAMratio,z=1.6,96.49,0.025,23.0387,39.6596,0.5809,1.1895,1.1895,2614.69,72.67,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.1;,gSAMratio,z=1.6,96.59,0.0225,22.7254,40.5386,0.5606,1.3328,1.3328,2402.43,80.19,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.6;,gSAMratio,z=1.6,96.47,0.0486,23.2836,39.1311,0.595,1.0604,1.0604,2750.2,67.2,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.7;,gSAMratio,z=1.6,96.25,0.0601,23.1047,39.7089,0.5819,1.055,1.055,2706.8,68.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.8;,gSAMratio,z=1.6,96.45,0.0528,23.9078,40.7464,0.5867,1.0503,1.0503,2732.4,67.77,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.6;,gSAMratio,z=1.7,96.33,0.0512,24.1091,42.3735,0.569,1.0529,1.0529,2810.87,65.92,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.7;,gSAMratio,z=1.7,96.39,0.0521,23.7536,39.8219,0.5965,1.0463,1.0463,2760.79,66.79,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.15;,gSAMratio,z=1.6,96.62,0.0218,23.3528,42.5257,0.5491,1.2479,1.2479,2273.06,85.35,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.8;,gSAMratio,z=1.7,96.44,0.0619,23.1195,40.65,0.5687,1.0422,1.0422,2786.79,66.3,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.5;,gSAMratio,z=1.7,96.39,0.046,23.1917,40.3262,0.5751,1.0605,1.0605,2692.89,68.93,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.2;,gSAMratio,z=1.7,96.37,0.0279,22.0412,38.6305,0.5706,1.1797,1.1797,2631.89,72.2,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.1;,gSAMratio,z=1.7,96.56,0.0275,23.8783,39.312,0.6074,1.3199,1.3199,2478.23,77.91,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.5;,gSAMratio,z=1.8,96.28,0.0622,23.7056,40.3725,0.5872,1.0552,1.0552,2709.87,68.41,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.15;,gSAMratio,z=1.7,96.54,0.0251,25.0287,39.2002,0.6385,1.2406,1.2406,2484.46,77.2,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.7;,gSAMratio,z=1.8,96.54,0.0558,24.9145,40.5898,0.6138,1.0412,1.0412,2815.53,65.64,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.6;,gSAMratio,z=1.8,96.36,0.0535,24.3221,40.1662,0.6055,1.0454,1.0454,2785.92,66.37,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.15;,gSAMratio,z=1.8,96.56,0.0229,23.5074,41.969,0.5601,1.2325,1.2325,2464.14,77.55,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.2;,gSAMratio,z=1.8,96.68,0.0265,22.8078,39.0013,0.5848,1.1719,1.1719,2623.79,72.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.1;,gSAMratio,z=1.8,96.64,0.0247,23.4484,39.1967,0.5982,1.3132,1.3132,2340.29,82.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.8;,gSAMratio,z=1.8,96.35,0.0623,24.8737,38.6252,0.644,1.0382,1.0382,2627.54,70.05,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.15;,gSAMratio,z=1.1,96.79,-0.0098,25.1441,40.4284,0.6219,1.629,1.629,2056.06,93.16,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.1;,gSAMratio,z=1.1,96.59,-0.0142,24.3729,37.982,0.6417,1.6786,1.6786,1913.27,99.47,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.5;,gSAMratio,z=1.1,96.56,0.0121,24.0153,40.2797,0.5962,1.4603,1.4603,2268.43,85.57,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.6;,gSAMratio,z=1.1,96.64,0.014,25.396,40.1776,0.6321,1.4389,1.4389,2274.89,85.29,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.2;,gSAMratio,z=1.1,96.53,-0.0051,23.9414,41.2286,0.5807,1.5888,1.5888,2106.75,91.53,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.8;,gSAMratio,z=1.1,96.59,0.0138,25.5979,40.4234,0.6332,1.4183,1.4183,2297.97,84.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.7;,gSAMratio,z=1.1,96.44,0.0198,25.8617,43.3327,0.5968,1.4248,1.4248,2282.55,85.0,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.68,-0.0053,24.725,41.1146,0.6014,1.5153,1.5153,2200.38,88.19,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.5;,gSAMratio,z=1.15,96.38,0.01,22.8648,40.045,0.571,1.3888,1.3888,2393.89,81.1,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.56,-0.0006,22.9056,39.3812,0.5816,1.5585,1.5585,2140.24,90.15,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.6,0.0169,22.1724,38.6218,0.5741,1.3732,1.3732,2341.59,82.85,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.1;,gSAMratio,z=1.15,96.72,-0.0055,25.3535,40.8045,0.6213,1.6101,1.6101,2074.93,92.61,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.76,0.0162,23.4527,42.6682,0.5497,1.3587,1.3587,2402.63,80.46,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.8;,gSAMratio,z=1.15,96.56,0.0186,22.5685,40.3246,0.5597,1.3525,1.3525,2369.69,81.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.5;,gSAMratio,z=1.2,96.47,0.0187,24.6609,38.4089,0.6421,1.3267,1.3267,2419.5,79.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.5;,gSAMratio,z=1.5,96.62,0.0249,23.0208,42.5127,0.5415,1.1335,1.1335,2711.08,69.51,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.15;,gSAMratio,z=1.2,96.96,-0.0027,22.7035,40.7003,0.5578,1.4953,1.4953,2186.44,88.56,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.1;,gSAMratio,z=1.2,96.71,-0.0042,23.2498,37.924,0.6131,1.551,1.551,2155.6,89.46,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.7;,gSAMratio,z=1.2,96.45,0.0231,23.6607,41.4876,0.5703,1.2942,1.2942,2465.41,77.97,,,200,False
