optimizer,hyperparameters,criterion,crt_parameter,top-1 test acc,overfitting indicator,l1,l5,l1/l5,fwp_overhead,bwp_overhead,images/s,runtime,max_allocated_memory,max_reserved_memory,epochs,exclusive_run
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=1.1;,gSAMratio,z=1.5,84.31,0.401,,,,1.3208,1.3208,387.57,497.45,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=1.1;,gSAMratio,z=2.0,83.91,0.442,,,,1.2734,1.2734,407.17,470.55,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=0.9090909090909091;,gSAMratio,z=1.5,84.71,0.3442,,,,1.8064,1.8064,277.8,667.03,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=1.1;,gSAMratio,z=1.2,84.52,0.3606,,,,1.4704,1.4704,347.42,559.98,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=0.9090909090909091;,gSAMratio,z=1.2,84.8,0.2963,,,,1.8934,1.8934,260.18,691.53,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.1;z2=0.6666666666666666;,gSAMratio,z=1.1,84.85,0.2593,,,,2.0,2.0,227.44,754.29,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=1.1;,gSAMratio,z=2.5,84.11,0.4609,,,,1.2636,1.2636,388.07,492.38,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=0.9090909090909091;,gSAMratio,z=2.5,84.53,0.3895,,,,1.7493,1.7493,292.06,644.51,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=0.9090909090909091;,gSAMratio,z=2.0,84.93,0.3555,,,,1.7606,1.7606,282.93,662.96,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.1;z2=1.1;,gSAMratio,z=1.1,84.65,0.3355,,,,1.6035,1.6035,322.34,599.32,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=0.5;,gSAMratio,z=1.2,85.07,0.2597,,,,2.0,2.0,234.15,732.92,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.1;z2=0.4;,gSAMratio,z=1.1,84.91,0.2507,,,,2.0,2.0,230.36,744.71,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=0.8333333333333334;,gSAMratio,z=1.5,84.72,0.3066,,,,1.9414,1.9414,244.68,720.78,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=0.8333333333333334;,gSAMratio,z=1.2,84.84,0.2627,,,,2.0,2.0,230.8,743.3,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=0.4;,gSAMratio,z=1.2,84.93,0.2629,,,,2.0,2.0,231.59,740.79,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.1;z2=0.5;,gSAMratio,z=1.1,84.72,0.264,,,,2.0,2.0,212.55,806.54,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.0;z2=1.1;,gSAMratio,z=1.0,84.62,0.3124,,,,1.7445,1.7445,290.85,647.66,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.2;z2=0.6666666666666666;,gSAMratio,z=1.2,84.88,0.2605,,,,2.0,2.0,226.52,757.15,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=0.8333333333333334;,gSAMratio,z=2.0,84.87,0.3339,,,,1.9152,1.9152,250.1,713.33,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=0.4;,gSAMratio,z=1.5,84.68,0.2606,,,,2.0,2.0,235.02,730.17,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=0.8333333333333334;,gSAMratio,z=2.5,84.95,0.3462,,,,1.9092,1.9092,254.3,702.98,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=0.5;,gSAMratio,z=1.5,84.73,0.2669,,,,2.0,2.0,230.92,742.94,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=0.6666666666666666;,gSAMratio,z=2.0,84.81,0.2788,,,,1.9944,1.9944,235.07,731.82,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=0.5;,gSAMratio,z=2.0,84.99,0.2616,,,,2.0,2.0,233.65,734.2,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.0;z2=0.4;,gSAMratio,z=2.0,84.92,0.2637,,,,2.0,2.0,232.49,738.17,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=0.6666666666666666;,gSAMratio,z=2.5,84.59,0.2727,,,,1.9934,1.9934,236.64,727.61,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=1.5;z2=0.6666666666666666;,gSAMratio,z=1.5,84.72,0.2637,,,,2.0,2.0,218.47,784.75,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=0.5;,gSAMratio,z=2.5,84.89,0.2602,,,,1.9998,1.9998,233.68,734.38,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.4;z=2.5;z2=0.4;,gSAMratio,z=2.5,84.77,0.2583,,,,2.0,2.0,224.23,765.08,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=0.9090909090909091;,gSAMratio,z=1.1,84.8,0.2624,,,,2.0,2.0,232.23,738.8,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=0.8333333333333334;,gSAMratio,z=1.1,84.58,0.2646,,,,2.0,2.0,208.59,822.19,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=0.6666666666666666;,gSAMratio,z=1.1,84.81,0.2649,,,,2.0,2.0,233.75,734.14,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=1.1;,gSAMratio,z=2.0,83.81,0.4299,,,,1.2756,1.2756,401.16,477.46,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=1.1;,gSAMratio,z=2.5,84.2,0.4418,,,,1.2677,1.2677,402.52,475.09,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=1.1;,gSAMratio,z=1.5,84.35,0.4005,,,,1.3212,1.3212,384.52,500.76,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=0.4;,gSAMratio,z=1.1,84.84,0.2653,,,,2.0,2.0,235.47,729.19,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=0.5;,gSAMratio,z=1.1,85.02,0.2551,,,,2.0,2.0,232.37,738.65,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=0.9090909090909091;,gSAMratio,z=1.2,85.12,0.2893,,,,1.8906,1.8906,258.53,696.6,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=0.9090909090909091;,gSAMratio,z=1.5,84.83,0.3358,,,,1.8001,1.8001,278.07,671.32,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=1.1;,gSAMratio,z=1.2,84.36,0.3649,,,,1.4746,1.4746,327.42,593.45,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=0.9090909090909091;,gSAMratio,z=2.0,84.63,0.3617,,,,1.758,1.758,283.49,661.97,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=0.5;,gSAMratio,z=1.2,84.84,0.2618,,,,2.0,2.0,235.28,729.39,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=0.8333333333333334;,gSAMratio,z=1.2,84.73,0.2608,,,,2.0,2.0,230.68,743.87,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=0.8333333333333334;,gSAMratio,z=1.5,84.84,0.2985,,,,1.9387,1.9387,247.05,718.47,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=0.9090909090909091;,gSAMratio,z=2.5,84.45,0.3925,,,,1.7508,1.7508,279.73,670.47,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.0;z2=1.1;,gSAMratio,z=1.0,84.69,0.3069,,,,1.7533,1.7533,285.44,656.84,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=0.8333333333333334;,gSAMratio,z=2.0,84.78,0.3326,,,,1.9134,1.9134,250.91,711.31,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.1;z2=1.1;,gSAMratio,z=1.1,84.59,0.3335,,,,1.614,1.614,289.59,664.37,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=0.4;,gSAMratio,z=1.2,84.85,0.2654,,,,2.0,2.0,225.87,759.48,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=0.8333333333333334;,gSAMratio,z=2.5,84.84,0.3468,,,,1.9065,1.9065,255.24,700.75,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=0.5;,gSAMratio,z=1.5,84.82,0.2536,,,,2.0,2.0,234.42,732.06,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=0.6666666666666666;,gSAMratio,z=1.5,85.0,0.2652,,,,2.0,2.0,229.31,748.15,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=0.6666666666666666;,gSAMratio,z=2.0,84.71,0.272,,,,1.9936,1.9936,238.49,721.82,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.5;z2=0.4;,gSAMratio,z=1.5,84.53,0.2675,,,,2.0,2.0,230.99,742.78,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=0.6666666666666666;,gSAMratio,z=2.5,84.65,0.2786,,,,1.9929,1.9929,236.61,727.86,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=0.4;,gSAMratio,z=2.0,84.61,0.2631,,,,2.0,2.0,231.59,740.81,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.0;z2=0.5;,gSAMratio,z=2.0,84.4,0.2696,,,,2.0,2.0,231.03,742.42,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=0.4;,gSAMratio,z=2.5,85.01,0.2576,,,,2.0,2.0,234.71,731.12,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=1.2;z2=0.6666666666666666;,gSAMratio,z=1.2,84.84,0.2545,,,,2.0,2.0,207.1,827.84,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.5;z=2.5;z2=0.5;,gSAMratio,z=2.5,85.11,0.2568,,,,1.9997,1.9997,221.98,772.6,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=0.9090909090909091;,gSAMratio,z=1.1,84.64,0.2509,,,,2.0,2.0,224.21,765.06,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=0.8333333333333334;,gSAMratio,z=1.1,84.99,0.2566,,,,2.0,2.0,229.24,748.48,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=0.6666666666666666;,gSAMratio,z=1.1,84.84,0.267,,,,2.0,2.0,232.62,737.58,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=0.5;,gSAMratio,z=1.1,84.56,0.2714,,,,2.0,2.0,234.05,733.26,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.5;z2=1.1;,gSAMratio,z=2.5,83.96,0.472,,,,1.2907,1.2907,397.22,483.15,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=1.1;,gSAMratio,z=1.5,84.3,0.3935,,,,1.3497,1.3497,378.35,510.5,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.0;z2=1.1;,gSAMratio,z=2.0,84.01,0.4417,,,,1.3013,1.3013,376.11,510.09,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=0.9090909090909091;,gSAMratio,z=1.2,84.59,0.3045,,,,1.8705,1.8705,248.19,730.35,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=0.4;,gSAMratio,z=1.1,84.7,0.2598,,,,2.0,2.0,232.73,737.27,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=0.9090909090909091;,gSAMratio,z=1.5,84.85,0.3439,,,,1.7742,1.7742,285.32,655.35,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=1.1;,gSAMratio,z=1.2,84.91,0.3463,,,,1.5069,1.5069,350.11,555.07,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=0.8333333333333334;,gSAMratio,z=1.2,84.98,0.2629,,,,2.0,2.0,226.91,756.02,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.1;z2=1.1;,gSAMratio,z=1.1,84.92,0.3257,,,,1.6472,1.6472,318.02,603.78,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=0.6666666666666666;,gSAMratio,z=1.2,84.5,0.2692,,,,2.0,2.0,230.56,743.96,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.5;z2=0.9090909090909091;,gSAMratio,z=2.5,84.66,0.3818,,,,1.7356,1.7356,291.15,648.24,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.0;z2=0.8333333333333334;,gSAMratio,z=2.0,84.68,0.3537,,,,1.8991,1.8991,260.55,689.03,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=0.4;,gSAMratio,z=1.2,84.81,0.2694,,,,2.0,2.0,230.36,744.45,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.0;z2=1.1;,gSAMratio,z=1.0,84.75,0.2929,,,,1.7938,1.7938,287.45,646.7,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=0.6666666666666666;,gSAMratio,z=1.5,84.79,0.2577,,,,2.0,2.0,232.27,738.61,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=0.8333333333333334;,gSAMratio,z=1.5,84.9,0.3232,,,,1.9185,1.9185,232.88,764.12,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=0.5;,gSAMratio,z=1.5,84.89,0.2614,,,,2.0,2.0,232.7,738.98,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.5;z2=0.4;,gSAMratio,z=1.5,84.75,0.2573,,,,2.0,2.0,234.53,731.54,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=1.2;z2=0.5;,gSAMratio,z=1.2,84.61,0.2657,,,,2.0,2.0,213.34,803.76,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.5;z2=0.8333333333333334;,gSAMratio,z=2.5,84.51,0.3487,,,,1.8945,1.8945,254.77,705.69,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.0;z2=0.6666666666666666;,gSAMratio,z=2.0,84.64,0.2766,,,,1.9918,1.9918,233.63,737.42,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.0;z2=0.5;,gSAMratio,z=2.0,84.64,0.2664,,,,2.0,2.0,235.48,728.63,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.0;z2=0.4;,gSAMratio,z=2.0,84.58,0.2626,,,,2.0,2.0,235.73,727.75,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.5;z2=0.6666666666666666;,gSAMratio,z=2.5,84.69,0.2761,,,,1.9912,1.9912,237.35,725.99,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.5;z2=0.5;,gSAMratio,z=2.5,84.91,0.2654,,,,1.9996,1.9996,234.65,731.52,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.5;z2=0.4;,gSAMratio,z=2.5,84.76,0.2621,,,,2.0,2.0,237.33,723.11,,,200,False
vassore-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.9;z=2.0;z2=0.9090909090909091;,gSAMratio,z=2.0,84.47,0.382,,,,1.7444,1.7444,222.71,844.33,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.1;z2=0.9090909090909091;,gSAMratio,z=1.1,84.7,0.2687,,,,2.0,2.0,232.01,739.61,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.1;z2=0.8333333333333334;,gSAMratio,z=1.1,84.92,0.2587,,,,2.0,2.0,216.94,790.65,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.1;z2=0.6666666666666666;,gSAMratio,z=1.1,84.65,0.27,,,,2.0,2.0,229.62,747.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.0;z2=1.1;,gSAMratio,z=2.0,83.91,0.3975,,,,1.2689,1.2689,398.26,478.45,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.5;z2=1.1;,gSAMratio,z=1.5,84.43,0.3905,,,,1.3231,1.3231,387.54,495.15,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.5;z2=1.1;,gSAMratio,z=2.5,84.43,0.4262,,,,1.2623,1.2623,387.97,489.71,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.1;z2=0.5;,gSAMratio,z=1.1,84.81,0.2623,,,,2.0,2.0,218.69,784.05,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.1;z2=0.4;,gSAMratio,z=1.1,84.66,0.2565,,,,2.0,2.0,233.7,734.43,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.2;z2=0.9090909090909091;,gSAMratio,z=1.2,84.71,0.2944,,,,1.9127,1.9127,250.93,710.05,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.5;z2=0.9090909090909091;,gSAMratio,z=1.5,84.49,0.3319,,,,1.828,1.828,270.63,677.49,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.2;z2=1.1;,gSAMratio,z=1.2,84.47,0.3596,,,,1.4489,1.4489,358.93,539.09,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.2;z2=0.8333333333333334;,gSAMratio,z=1.2,84.77,0.2798,,,,2.0,2.0,233.74,734.04,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.2;z2=0.6666666666666666;,gSAMratio,z=1.2,84.79,0.2662,,,,2.0,2.0,233.63,734.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.1;z2=1.1;,gSAMratio,z=1.1,84.48,0.3524,,,,1.5623,1.5623,333.11,578.6,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.2;z2=0.4;,gSAMratio,z=1.2,84.64,0.2704,,,,2.0,2.0,234.96,730.18,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.2;z2=0.5;,gSAMratio,z=1.2,84.92,0.2634,,,,2.0,2.0,232.24,738.86,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.5;z2=0.8333333333333334;,gSAMratio,z=1.5,84.92,0.3006,,,,1.9551,1.9551,242.93,721.04,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.0;z2=0.9090909090909091;,gSAMratio,z=2.0,84.72,0.3489,,,,1.7698,1.7698,274.84,679.07,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.0;z2=1.1;,gSAMratio,z=1.0,84.68,0.3356,,,,1.7119,1.7119,295.51,639.34,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.5;z2=0.6666666666666666;,gSAMratio,z=1.5,84.89,0.2595,,,,2.0,2.0,219.49,781.32,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.5;z2=0.9090909090909091;,gSAMratio,z=2.5,84.65,0.3648,,,,1.7565,1.7565,269.87,693.35,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.5;z2=0.4;,gSAMratio,z=1.5,85.09,0.2626,,,,2.0,2.0,230.7,743.7,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.5;z2=0.8333333333333334;,gSAMratio,z=2.5,84.54,0.331,,,,1.8994,1.8994,258.01,694.31,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=1.5;z2=0.5;,gSAMratio,z=1.5,84.69,0.2713,,,,2.0,2.0,224.68,763.33,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.0;z2=0.6666666666666666;,gSAMratio,z=2.0,84.7,0.2707,,,,1.9949,1.9949,232.3,740.51,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.0;z2=0.5;,gSAMratio,z=2.0,84.76,0.2638,,,,2.0,2.0,231.26,741.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.0;z2=0.8333333333333334;,gSAMratio,z=2.0,84.83,0.3182,,,,1.9142,1.9142,234.53,759.51,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.0;z2=0.4;,gSAMratio,z=2.0,84.99,0.2589,,,,2.0,2.0,223.69,766.87,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.5;z2=0.4;,gSAMratio,z=2.5,84.56,0.2808,,,,2.0,2.0,230.92,743.12,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.5;z2=0.6666666666666666;,gSAMratio,z=2.5,84.71,0.2661,,,,1.9938,1.9938,216.73,793.54,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.01;z=2.5;z2=0.5;,gSAMratio,z=2.5,84.91,0.2632,,,,1.9999,1.9999,213.08,804.61,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.1;z2=0.8333333333333334;,gSAMratio,z=1.1,84.66,0.2666,,,,2.0,2.0,232.18,738.73,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.1;z2=0.9090909090909091;,gSAMratio,z=1.1,84.68,0.2654,,,,2.0,2.0,215.96,793.93,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.1;z2=0.6666666666666666;,gSAMratio,z=1.1,84.98,0.2632,,,,2.0,2.0,228.75,749.94,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.1;z2=0.5;,gSAMratio,z=1.1,84.94,0.2607,,,,2.0,2.0,235.89,727.32,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.5;z2=0.9090909090909091;,gSAMratio,z=1.5,84.89,0.3255,,,,1.8205,1.8205,273.3,673.1,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.0;z2=1.1;,gSAMratio,z=2.0,84.37,0.4053,,,,1.2631,1.2631,393.35,483.62,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.0;z2=0.9090909090909091;,gSAMratio,z=2.0,84.79,0.3562,,,,1.7657,1.7657,287.84,648.55,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.1;z2=0.4;,gSAMratio,z=1.1,84.88,0.2592,,,,2.0,2.0,234.36,732.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.5;z2=1.1;,gSAMratio,z=1.5,84.31,0.3893,,,,1.3124,1.3124,370.92,516.65,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.2;z2=1.1;,gSAMratio,z=1.2,84.6,0.3736,,,,1.439,1.439,353.5,547.74,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.5;z2=0.8333333333333334;,gSAMratio,z=1.5,84.76,0.3121,,,,1.9519,1.9519,245.62,714.0,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.2;z2=0.4;,gSAMratio,z=1.2,84.7,0.2602,,,,2.0,2.0,233.51,735.02,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.2;z2=0.8333333333333334;,gSAMratio,z=1.2,84.89,0.2627,,,,2.0,2.0,226.98,755.71,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=1.1;z2=1.1;,gSAMratio,z=1.1,84.74,0.3544,,,,1.56,1.56,333.85,577.38,,,200,False
vassoremu-sgd,lr=0.05;rho=0.2;theta=0.4;lam=0.1;z=2.5;z2=1.1;,gSAMratio,z=2.5,84.27,0.4227,,,,1.2512,1.2512,370.87,512.02,,,200,False
